[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 08:49:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 08:49:50] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389\
[2024-10-28 08:49:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://mongol-tori.local/
[2024-10-28 08:50:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 659
[2024-10-28 08:50:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f505a16d1a-4Bwc6A.tmp
[2024-10-28 08:50:34] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=267
[2024-10-28 08:50:34] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=267
[2024-10-28 08:50:35] [class-ss-url-fetcher.php:103] Filesize: 600771 bytes
[2024-10-28 08:50:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-10-28 08:50:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f505a16d1a-4Bwc6A.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-10-28 08:50:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:36] [class-ss-page.php:119] Checking Content Identical:e3ef5f543def03a2b47ede418604931bb6ebf1b6===. Value: FALSE
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-28 08:50:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 659
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f505c1ec65-v58uLJ.tmp
[2024-10-28 08:50:36] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=268
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=268
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:103] Filesize: 242193 bytes
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f505c1ec65-v58uLJ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:36] [class-ss-page.php:119] Checking Content Identical:e159b50ad8620871728f35fac981faf65d2fe4e4===. Value: FALSE
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-28 08:50:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 659
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f505ccfa79-WUV6wt.tmp
[2024-10-28 08:50:36] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=269
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=269
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f505ccfa79-WUV6wt.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:36] [class-ss-page.php:119] Checking Content Identical:a8cd41f35d9642d28759efe1289925bbcd65eab1===. Value: FALSE
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-28 08:50:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 659
[2024-10-28 08:50:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f505cdeb53-c0vsnJ.tmp
[2024-10-28 08:50:36] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=270
[2024-10-28 08:50:36] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=270
[2024-10-28 08:50:39] [class-ss-url-fetcher.php:103] Filesize: 2103473 bytes
[2024-10-28 08:50:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-28 08:50:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f505cdeb53-c0vsnJ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-28 08:50:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:41] [class-ss-page.php:119] Checking Content Identical:772e7a46d32b6306795c70e0f466756b8e9e76df===. Value: FALSE
[2024-10-28 08:50:41] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-28 08:50:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 659
[2024-10-28 08:50:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5061bffa8-PebTM5.tmp
[2024-10-28 08:50:41] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=271
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=271
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:103] Filesize: 631139 bytes
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-28 08:50:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5061bffa8-PebTM5.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-28 08:50:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:41] [class-ss-page.php:119] Checking Content Identical:354077fe79ec54eb7c1375e020bb73ff6ef2ca8b===. Value: FALSE
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-28 08:50:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 659
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50620261f-Lns3bO.tmp
[2024-10-28 08:50:42] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=272
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=272
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50620261f-Lns3bO.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:42] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.js
[2024-10-28 08:50:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 659
[2024-10-28 08:50:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f506209d8a-qh9N2W.tmp
[2024-10-28 08:50:42] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=273
[2024-10-28 08:50:42] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=273
[2024-10-28 08:50:44] [class-ss-url-fetcher.php:103] Filesize: 2154921 bytes
[2024-10-28 08:50:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.js
[2024-10-28 08:50:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f506209d8a-qh9N2W.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai.js
[2024-10-28 08:50:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:46] [class-ss-page.php:119] Checking Content Identical:0fd0f2342828af7677cb641e78305e5cf985aee7===. Value: FALSE
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-28 08:50:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 659
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5066a31a7-k4yTW6.tmp
[2024-10-28 08:50:46] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=274
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=274
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:103] Filesize: 652225 bytes
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5066a31a7-k4yTW6.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:46] [class-ss-page.php:119] Checking Content Identical:3c175d3c4631406c59d72e7eefd1e2f05713d04f===. Value: FALSE
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-28 08:50:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 659
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5066d9f86-zLY8U9.tmp
[2024-10-28 08:50:46] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=275
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=275
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5066d9f86-zLY8U9.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:46] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-28 08:50:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 659
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5066e2550-wmUk0J.tmp
[2024-10-28 08:50:46] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=276
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=276
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:103] Filesize: 1140 bytes
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5066e2550-wmUk0J.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:46] [class-ss-page.php:119] Checking Content Identical:3a45226f27df91d699a756fefe5d73aa1eb309fa===. Value: FALSE
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-28 08:50:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 659
[2024-10-28 08:50:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5066f18f4-GdksIy.tmp
[2024-10-28 08:50:46] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=277
[2024-10-28 08:50:46] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=277
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5066f18f4-GdksIy.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:47] [class-ss-page.php:119] Checking Content Identical:54f182243e16bc74d7783049ce4a5d472ad43464===. Value: FALSE
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-28 08:50:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 659
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f506708d01-cbzfpI.tmp
[2024-10-28 08:50:47] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=278
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=278
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:103] Filesize: 103923 bytes
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f506708d01-cbzfpI.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:47] [class-ss-page.php:119] Checking Content Identical:4997018ad0ee42f48fc3936d40dd84f7564108e0===. Value: FALSE
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-28 08:50:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 659
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f506727ef9-Vfjf2d.tmp
[2024-10-28 08:50:47] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=279
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=279
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:103] Filesize: 28437 bytes
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f506727ef9-Vfjf2d.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:47] [class-ss-page.php:119] Checking Content Identical:d09c163cbc32abded57fbd08f352a5c516ff006f===. Value: FALSE
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-10-28 08:50:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 659
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50674a6c7-VsziH5.tmp
[2024-10-28 08:50:47] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=280
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=280
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-10-28 08:50:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50674a6c7-VsziH5.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:47] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
